AgeBin_Adult,AgeBin_Child,AgeBin_MidAge,AgeBin_Senior,AgeBin_Teen,Embarked_C,Embarked_Q,Embarked_S,FamilySize,Fare,IsAlone,PassengerId,Pclass,Survived,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rare
False,False,False,False,True,False,False,True,8,46.9,0,684,3,0,False,False,True,False,False
False,False,True,False,False,False,False,True,3,39.0,0,685,2,0,False,False,True,False,False
True,False,False,False,False,True,False,False,4,41.5792,0,686,2,0,False,False,True,False,False
False,False,False,False,True,False,False,True,6,39.6875,0,687,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,1,10.1708,1,688,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,1,7.7958,1,689,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,2,211.3375,0,690,1,1,False,True,False,False,False
True,False,False,False,False,False,False,True,2,57.0,0,691,1,1,False,False,True,False,False
False,True,False,False,False,True,False,False,2,13.4167,0,692,3,1,False,True,False,False,False
True,False,False,False,False,False,False,True,1,56.4958,1,693,3,1,False,False,True,False,False
True,False,False,False,False,True,False,False,1,7.225,1,694,3,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,26.55,1,695,1,0,False,False,False,False,True
False,False,True,False,False,False,False,True,1,13.5,1,696,2,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,8.05,1,697,3,0,False,False,True,False,False
False,False,False,False,True,False,True,False,1,7.7333,1,698,3,1,False,True,False,False,False
False,False,True,False,False,True,False,False,3,110.8833,0,699,1,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,7.65,1,700,3,0,False,False,True,False,False
False,False,False,False,True,True,False,False,2,227.525,0,701,1,1,False,False,False,True,False
True,False,False,False,False,False,False,True,1,26.2875,1,702,1,1,False,False,True,False,False
False,False,False,False,True,True,False,False,2,14.4542,0,703,3,0,False,True,False,False,False
True,False,False,False,False,False,True,False,1,7.7417,1,704,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,2,7.8542,0,705,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,26.0,1,706,2,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,13.5,1,707,2,1,False,False,False,True,False
False,False,True,False,False,False,False,True,1,26.2875,1,708,1,1,False,False,True,False,False
True,False,False,False,False,False,False,True,1,151.55,1,709,1,1,False,True,False,False,False
False,True,False,False,False,True,False,False,3,15.2458,0,710,3,1,True,False,False,False,False
True,False,False,False,False,True,False,False,1,49.5042,1,711,1,1,False,False,False,False,True
True,False,False,False,False,False,False,True,1,26.55,1,712,1,0,False,False,True,False,False
False,False,True,False,False,False,False,True,2,52.0,0,713,1,1,False,False,True,False,False
True,False,False,False,False,False,False,True,1,9.4833,1,714,3,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,13.0,1,715,2,0,False,False,True,False,False
False,False,False,False,True,False,False,True,1,7.65,1,716,3,0,False,False,True,False,False
True,False,False,False,False,True,False,False,1,227.525,1,717,1,1,False,True,False,False,False
True,False,False,False,False,False,False,True,1,10.5,1,718,2,1,False,True,False,False,False
True,False,False,False,False,False,True,False,1,15.5,1,719,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.775,1,720,3,0,False,False,True,False,False
False,True,False,False,False,False,False,True,2,33.0,0,721,2,1,False,True,False,False,False
False,False,False,False,True,False,False,True,2,7.0542,0,722,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,13.0,1,723,2,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,13.0,1,724,2,0,False,False,True,False,False
True,False,False,False,False,False,False,True,2,53.1,0,725,1,1,False,False,True,False,False
False,False,False,False,True,False,False,True,1,8.6625,1,726,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,4,21.0,0,727,2,1,False,False,False,True,False
False,False,False,False,True,False,True,False,1,7.7375,1,728,3,1,False,True,False,False,False
True,False,False,False,False,False,False,True,2,26.0,0,729,2,0,False,False,True,False,False
True,False,False,False,False,False,False,True,2,7.925,0,730,3,0,False,True,False,False,False
True,False,False,False,False,False,False,True,1,211.3375,1,731,1,1,False,True,False,False,False
False,False,False,False,True,True,False,False,1,18.7875,1,732,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,0.0,1,733,2,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,13.0,1,734,2,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,13.0,1,735,2,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,16.1,1,736,3,0,False,False,True,False,False
False,False,True,False,False,False,False,True,5,34.375,0,737,3,0,False,False,False,True,False
True,False,False,False,False,True,False,False,1,512.3292,1,738,1,1,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.8958,1,739,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.8958,1,740,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,30.0,1,741,1,1,False,False,True,False,False
True,False,False,False,False,False,False,True,2,78.85,0,742,1,0,False,False,True,False,False
True,False,False,False,False,True,False,False,5,262.375,0,743,1,1,False,True,False,False,False
True,False,False,False,False,False,False,True,2,16.1,0,744,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.925,1,745,3,1,False,False,True,False,False
False,False,False,True,False,False,False,True,3,71.0,0,746,1,0,False,False,False,False,True
False,False,False,False,True,False,False,True,3,20.25,0,747,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,13.0,1,748,2,1,False,True,False,False,False
False,False,False,False,True,False,False,True,2,53.1,0,749,1,0,False,False,True,False,False
True,False,False,False,False,False,True,False,1,7.75,1,750,3,0,False,False,True,False,False
False,True,False,False,False,False,False,True,3,23.0,0,751,2,1,False,True,False,False,False
False,True,False,False,False,False,False,True,2,12.475,0,752,3,1,True,False,False,False,False
True,False,False,False,False,False,False,True,1,9.5,1,753,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.8958,1,754,3,0,False,False,True,False,False
False,False,True,False,False,False,False,True,4,65.0,0,755,2,1,False,False,False,True,False
False,True,False,False,False,False,False,True,3,14.5,0,756,2,1,True,False,False,False,False
True,False,False,False,False,False,False,True,1,7.7958,1,757,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,1,11.5,1,758,2,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,8.05,1,759,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,86.5,1,760,1,1,False,False,False,False,True
True,False,False,False,False,False,False,True,1,14.5,1,761,3,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,7.125,1,762,3,0,False,False,True,False,False
False,False,False,False,True,True,False,False,1,7.2292,1,763,3,1,False,False,True,False,False
True,False,False,False,False,False,False,True,4,120.0,0,764,1,1,False,False,False,True,False
False,False,False,False,True,False,False,True,1,7.775,1,765,3,0,False,False,True,False,False
False,False,True,False,False,False,False,True,2,77.9583,0,766,1,1,False,False,False,True,False
False,False,True,False,False,True,False,False,1,39.6,1,767,1,0,False,False,False,False,True
True,False,False,False,False,False,True,False,1,7.75,1,768,3,0,False,True,False,False,False
True,False,False,False,False,False,True,False,2,24.15,0,769,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,8.3625,1,770,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,9.5,1,771,3,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,7.8542,1,772,3,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,10.5,1,773,2,0,False,False,False,True,False
True,False,False,False,False,True,False,False,1,7.225,1,774,3,0,False,False,True,False,False
False,False,True,False,False,False,False,True,5,23.0,0,775,2,1,False,False,False,True,False
False,False,False,False,True,False,False,True,1,7.75,1,776,3,0,False,False,True,False,False
True,False,False,False,False,False,True,False,1,7.75,1,777,3,0,False,False,True,False,False
False,True,False,False,False,False,False,True,1,12.475,1,778,3,1,False,True,False,False,False
True,False,False,False,False,False,True,False,1,7.7375,1,779,3,0,False,False,True,False,False
False,False,True,False,False,False,False,True,2,211.3375,0,780,1,1,False,False,False,True,False
False,False,False,False,True,True,False,False,1,7.2292,1,781,3,1,False,True,False,False,False
False,False,False,False,True,False,False,True,2,57.0,0,782,1,1,False,False,False,True,False
True,False,False,False,False,False,False,True,1,30.0,1,783,1,0,False,False,True,False,False
True,False,False,False,False,False,False,True,4,23.45,0,784,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.05,1,785,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.25,1,786,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,1,7.4958,1,787,3,1,False,True,False,False,False
False,False,False,False,True,False,True,False,6,29.125,0,788,3,0,True,False,False,False,False
False,True,False,False,False,False,False,True,4,20.575,0,789,3,1,True,False,False,False,False
False,False,True,False,False,True,False,False,1,79.2,1,790,1,0,False,False,True,False,False
True,False,False,False,False,False,True,False,1,7.75,1,791,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,1,26.0,1,792,2,0,False,False,True,False,False
False,False,False,False,True,False,False,True,11,69.55,0,793,3,0,False,True,False,False,False
True,False,False,False,False,True,False,False,1,30.6958,1,794,1,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.8958,1,795,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,13.0,1,796,2,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,25.9292,1,797,1,1,False,False,False,False,True
True,False,False,False,False,False,False,True,1,8.6833,1,798,3,1,False,False,False,True,False
True,False,False,False,False,True,False,False,1,7.2292,1,799,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,3,24.15,0,800,3,0,False,False,False,True,False
True,False,False,False,False,False,False,True,1,13.0,1,801,2,0,False,False,True,False,False
True,False,False,False,False,False,False,True,3,26.25,0,802,2,1,False,False,False,True,False
False,False,False,False,True,False,False,True,4,120.0,0,803,1,1,True,False,False,False,False
False,True,False,False,False,True,False,False,2,8.5167,0,804,3,1,True,False,False,False,False
True,False,False,False,False,False,False,True,1,6.975,1,805,3,1,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.775,1,806,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,0.0,1,807,1,0,False,False,True,False,False
False,False,False,False,True,False,False,True,1,7.775,1,808,3,0,False,True,False,False,False
True,False,False,False,False,False,False,True,1,13.0,1,809,2,0,False,False,True,False,False
True,False,False,False,False,False,False,True,2,53.1,0,810,1,1,False,False,False,True,False
True,False,False,False,False,False,False,True,1,7.8875,1,811,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,24.15,1,812,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,10.5,1,813,2,0,False,False,True,False,False
False,True,False,False,False,False,False,True,7,31.275,0,814,3,0,False,True,False,False,False
True,False,False,False,False,False,False,True,1,8.05,1,815,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,0.0,1,816,1,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.925,1,817,3,0,False,True,False,False,False
True,False,False,False,False,True,False,False,3,37.0042,0,818,2,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,6.45,1,819,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,6,27.9,0,820,3,0,True,False,False,False,False
False,False,True,False,False,False,False,True,3,93.5,0,821,1,1,False,False,False,True,False
True,False,False,False,False,False,False,True,1,8.6625,1,822,3,1,False,False,True,False,False
True,False,False,False,False,False,False,True,1,0.0,1,823,1,0,False,False,False,False,True
True,False,False,False,False,False,False,True,2,12.475,0,824,3,1,False,False,False,True,False
False,True,False,False,False,False,False,True,6,39.6875,0,825,3,0,True,False,False,False,False
True,False,False,False,False,False,True,False,1,6.95,1,826,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,56.4958,1,827,3,0,False,False,True,False,False
False,True,False,False,False,True,False,False,3,37.0042,0,828,2,1,True,False,False,False,False
True,False,False,False,False,False,True,False,1,7.75,1,829,3,1,False,False,True,False,False
False,False,False,True,False,False,False,True,1,80.0,1,830,1,1,False,False,False,True,False
False,False,False,False,True,True,False,False,2,14.4542,0,831,3,1,False,False,False,True,False
False,True,False,False,False,False,False,True,3,18.75,0,832,2,1,True,False,False,False,False
True,False,False,False,False,True,False,False,1,7.2292,1,833,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.8542,1,834,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,1,8.3,1,835,3,0,False,False,True,False,False
True,False,False,False,False,True,False,False,3,83.1583,0,836,1,1,False,True,False,False,False
True,False,False,False,False,False,False,True,1,8.6625,1,837,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,8.05,1,838,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,56.4958,1,839,3,1,False,False,True,False,False
True,False,False,False,False,True,False,False,1,29.7,1,840,1,1,False,False,True,False,False
False,False,False,False,True,False,False,True,1,7.925,1,841,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,1,10.5,1,842,2,0,False,False,True,False,False
True,False,False,False,False,True,False,False,1,31.0,1,843,1,1,False,True,False,False,False
True,False,False,False,False,True,False,False,1,6.4375,1,844,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,1,8.6625,1,845,3,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,7.55,1,846,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,11,69.55,0,847,3,0,False,False,True,False,False
True,False,False,False,False,True,False,False,1,7.8958,1,848,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,2,33.0,0,849,2,0,False,False,False,False,True
False,False,True,False,False,True,False,False,2,89.1042,0,850,1,1,False,False,False,True,False
False,True,False,False,False,False,False,True,7,31.275,0,851,3,0,True,False,False,False,False
False,False,False,True,False,False,False,True,1,7.775,1,852,3,0,False,False,True,False,False
False,False,False,False,True,True,False,False,3,15.2458,0,853,3,0,False,True,False,False,False
False,False,False,False,True,False,False,True,2,39.4,0,854,1,1,False,True,False,False,False
False,False,True,False,False,False,False,True,2,26.0,0,855,2,0,False,False,False,True,False
False,False,False,False,True,False,False,True,2,9.35,0,856,3,1,False,False,False,True,False
False,False,True,False,False,False,False,True,3,164.8667,0,857,1,1,False,False,False,True,False
False,False,True,False,False,False,False,True,1,26.55,1,858,1,1,False,False,True,False,False
True,False,False,False,False,True,False,False,4,19.2583,0,859,3,1,False,False,False,True,False
True,False,False,False,False,True,False,False,1,7.2292,1,860,3,0,False,False,True,False,False
False,False,True,False,False,False,False,True,3,14.1083,0,861,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,2,11.5,0,862,2,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,25.9292,1,863,1,1,False,False,False,True,False
False,False,False,False,True,False,False,True,11,69.55,0,864,3,0,False,True,False,False,False
True,False,False,False,False,False,False,True,1,13.0,1,865,2,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,13.0,1,866,2,1,False,False,False,True,False
True,False,False,False,False,True,False,False,2,13.8583,0,867,2,1,False,True,False,False,False
True,False,False,False,False,False,False,True,1,50.4958,1,868,1,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,9.5,1,869,3,0,False,False,True,False,False
False,True,False,False,False,False,False,True,3,11.1333,0,870,3,1,True,False,False,False,False
True,False,False,False,False,False,False,True,1,7.8958,1,871,3,0,False,False,True,False,False
False,False,True,False,False,False,False,True,3,52.5542,0,872,1,1,False,False,False,True,False
True,False,False,False,False,False,False,True,1,5.0,1,873,1,0,False,False,True,False,False
False,False,True,False,False,False,False,True,1,9.0,1,874,3,0,False,False,True,False,False
True,False,False,False,False,True,False,False,2,24.0,0,875,2,1,False,False,False,True,False
False,False,False,False,True,True,False,False,1,7.225,1,876,3,1,False,True,False,False,False
False,False,False,False,True,False,False,True,1,9.8458,1,877,3,0,False,False,True,False,False
False,False,False,False,True,False,False,True,1,7.8958,1,878,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.8958,1,879,3,0,False,False,True,False,False
False,False,True,False,False,True,False,False,2,83.1583,0,880,1,1,False,False,False,True,False
True,False,False,False,False,False,False,True,2,26.0,0,881,2,1,False,False,False,True,False
True,False,False,False,False,False,False,True,1,7.8958,1,882,3,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,10.5167,1,883,3,0,False,True,False,False,False
True,False,False,False,False,False,False,True,1,10.5,1,884,2,0,False,False,True,False,False
True,False,False,False,False,False,False,True,1,7.05,1,885,3,0,False,False,True,False,False
True,False,False,False,False,False,True,False,6,29.125,0,886,3,0,False,False,False,True,False
True,False,False,False,False,False,False,True,1,13.0,1,887,2,0,False,False,False,False,True
False,False,False,False,True,False,False,True,1,30.0,1,888,1,1,False,True,False,False,False
False,False,False,False,True,False,False,True,4,23.45,0,889,3,0,False,True,False,False,False
True,False,False,False,False,True,False,False,1,30.0,1,890,1,1,False,False,True,False,False
True,False,False,False,False,False,True,False,1,7.75,1,891,3,0,False,False,True,False,False
